 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 280170 Cristinápolis
Período:2001
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1086;1001;2087
"De 5 a 9 anos";998;972;1970
"De 10 a 14 anos";991;901;1892
"De 15 a 19 anos";947;887;1834
"De 20 a 24 anos";778;724;1502
"De 25 a 29 anos";592;616;1208
"De 30 a 34 anos";509;463;972
"De 35 a 39 anos";429;415;844
"De 40 a 44 anos";317;321;638
"De 45 a 49 anos";246;261;507
"De 50 a 54 anos";220;220;440
"De 55 a 59 anos";193;200;393
"De 60 a 64 anos";152;152;304
"De 65 a 69 anos";118;111;229
"De 70 a 74 anos";78;94;172
"De 75 a 79 anos";46;60;106
"De 80 anos ou mais";70;57;127
"Total";7770;7455;15225
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

