 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 211102 São João do Carú
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";871;802;1673
"De 5 a 9 anos";865;889;1754
"De 10 a 14 anos";817;829;1646
"De 15 a 19 anos";698;690;1388
"De 20 a 24 anos";632;587;1219
"De 25 a 29 anos";539;510;1049
"De 30 a 34 anos";416;393;809
"De 35 a 39 anos";333;299;632
"De 40 a 44 anos";287;251;538
"De 45 a 49 anos";233;205;438
"De 50 a 54 anos";204;199;403
"De 55 a 59 anos";171;149;320
"De 60 a 64 anos";145;113;258
"De 65 a 69 anos";114;97;211
"De 70 a 74 anos";101;63;164
"De 75 a 79 anos";55;30;85
"De 80 anos ou mais";34;38;72
"Total";6515;6144;12659
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

