 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 251640 Tacima
Período:2020
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";390;372;762
"De 5 a 9 anos";377;336;713
"De 10 a 14 anos";422;354;776
"De 15 a 19 anos";423;373;796
"De 20 a 24 anos";493;432;925
"De 25 a 29 anos";481;457;938
"De 30 a 34 anos";480;469;949
"De 35 a 39 anos";446;464;910
"De 40 a 44 anos";436;489;925
"De 45 a 49 anos";367;337;704
"De 50 a 54 anos";318;322;640
"De 55 a 59 anos";258;260;518
"De 60 a 64 anos";152;177;329
"De 65 a 69 anos";142;161;303
"De 70 a 74 anos";120;154;274
"De 75 a 79 anos";84;137;221
"De 80 anos ou mais";110;176;286
"Total";5499;5470;10969
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

