 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 432230 Tuparendi
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";276;252;528
"De 5 a 9 anos";354;322;676
"De 10 a 14 anos";381;345;726
"De 15 a 19 anos";381;364;745
"De 20 a 24 anos";328;353;681
"De 25 a 29 anos";278;313;591
"De 30 a 34 anos";314;329;643
"De 35 a 39 anos";379;385;764
"De 40 a 44 anos";377;378;755
"De 45 a 49 anos";333;317;650
"De 50 a 54 anos";285;300;585
"De 55 a 59 anos";243;279;522
"De 60 a 64 anos";211;241;452
"De 65 a 69 anos";165;190;355
"De 70 a 74 anos";123;155;278
"De 75 a 79 anos";88;128;216
"De 80 anos ou mais";59;102;161
"Total";4575;4753;9328
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

