 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 313862 Limeira do Oeste
Período:2006
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";240;232;472
"De 5 a 9 anos";276;297;573
"De 10 a 14 anos";296;312;608
"De 15 a 19 anos";342;322;664
"De 20 a 24 anos";352;314;666
"De 25 a 29 anos";282;274;556
"De 30 a 34 anos";260;239;499
"De 35 a 39 anos";248;271;519
"De 40 a 44 anos";269;252;521
"De 45 a 49 anos";242;194;436
"De 50 a 54 anos";176;148;324
"De 55 a 59 anos";138;114;252
"De 60 a 64 anos";113;87;200
"De 65 a 69 anos";96;86;182
"De 70 a 74 anos";74;64;138
"De 75 a 79 anos";52;45;97
"De 80 anos ou mais";45;31;76
"Total";3501;3282;6783
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

