 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 420127 Arabutã
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";138;133;271
"De 5 a 9 anos";137;134;271
"De 10 a 14 anos";155;155;310
"De 15 a 19 anos";161;158;319
"De 20 a 24 anos";157;171;328
"De 25 a 29 anos";175;148;323
"De 30 a 34 anos";149;134;283
"De 35 a 39 anos";161;141;302
"De 40 a 44 anos";163;136;299
"De 45 a 49 anos";155;144;299
"De 50 a 54 anos";140;124;264
"De 55 a 59 anos";135;135;270
"De 60 a 64 anos";124;120;244
"De 65 a 69 anos";83;83;166
"De 70 a 74 anos";55;58;113
"De 75 a 79 anos";40;55;95
"De 80 anos ou mais";39;66;105
"Total";2167;2095;4262
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

