 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 280740 Tobias Barreto
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";2380;2281;4661
"De 5 a 9 anos";2611;2540;5151
"De 10 a 14 anos";2571;2559;5130
"De 15 a 19 anos";2506;2448;4954
"De 20 a 24 anos";2136;2107;4243
"De 25 a 29 anos";1741;1726;3467
"De 30 a 34 anos";1539;1606;3145
"De 35 a 39 anos";1365;1495;2860
"De 40 a 44 anos";1140;1261;2401
"De 45 a 49 anos";902;1034;1936
"De 50 a 54 anos";795;890;1685
"De 55 a 59 anos";717;790;1507
"De 60 a 64 anos";576;691;1267
"De 65 a 69 anos";450;565;1015
"De 70 a 74 anos";338;419;757
"De 75 a 79 anos";219;336;555
"De 80 anos ou mais";263;329;592
"Total";22249;23077;45326
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

