 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 520495 Campos Verdes
Período:2016
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";104;100;204
"De 5 a 9 anos";95;98;193
"De 10 a 14 anos";95;92;187
"De 15 a 19 anos";111;116;227
"De 20 a 24 anos";131;119;250
"De 25 a 29 anos";117;107;224
"De 30 a 34 anos";108;98;206
"De 35 a 39 anos";95;102;197
"De 40 a 44 anos";111;107;218
"De 45 a 49 anos";112;115;227
"De 50 a 54 anos";121;120;241
"De 55 a 59 anos";100;104;204
"De 60 a 64 anos";94;80;174
"De 65 a 69 anos";65;68;133
"De 70 a 74 anos";49;43;92
"De 75 a 79 anos";35;31;66
"De 80 anos ou mais";33;28;61
"Total";1576;1528;3104
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

