 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 310285 Angelândia
Período:2016
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";389;370;759
"De 5 a 9 anos";339;338;677
"De 10 a 14 anos";402;376;778
"De 15 a 19 anos";447;431;878
"De 20 a 24 anos";397;428;825
"De 25 a 29 anos";338;369;707
"De 30 a 34 anos";312;342;654
"De 35 a 39 anos";309;276;585
"De 40 a 44 anos";238;232;470
"De 45 a 49 anos";209;231;440
"De 50 a 54 anos";180;203;383
"De 55 a 59 anos";151;159;310
"De 60 a 64 anos";130;136;266
"De 65 a 69 anos";101;122;223
"De 70 a 74 anos";74;98;172
"De 75 a 79 anos";57;70;127
"De 80 anos ou mais";59;88;147
"Total";4132;4269;8401
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

