 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 291390 Ipiaú
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";2167;2117;4284
"De 5 a 9 anos";2189;2181;4370
"De 10 a 14 anos";2301;2226;4527
"De 15 a 19 anos";2670;2577;5247
"De 20 a 24 anos";2408;2400;4808
"De 25 a 29 anos";1701;1718;3419
"De 30 a 34 anos";1291;1423;2714
"De 35 a 39 anos";1242;1427;2669
"De 40 a 44 anos";1256;1316;2572
"De 45 a 49 anos";1146;1165;2311
"De 50 a 54 anos";902;946;1848
"De 55 a 59 anos";701;745;1446
"De 60 a 64 anos";548;666;1214
"De 65 a 69 anos";475;627;1102
"De 70 a 74 anos";429;459;888
"De 75 a 79 anos";320;371;691
"De 80 anos ou mais";299;382;681
"Total";22045;22746;44791
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

