 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 290140 Angical
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";758;695;1453
"De 5 a 9 anos";848;760;1608
"De 10 a 14 anos";870;771;1641
"De 15 a 19 anos";990;812;1802
"De 20 a 24 anos";850;687;1537
"De 25 a 29 anos";590;473;1063
"De 30 a 34 anos";465;394;859
"De 35 a 39 anos";428;400;828
"De 40 a 44 anos";384;344;728
"De 45 a 49 anos";335;302;637
"De 50 a 54 anos";305;279;584
"De 55 a 59 anos";280;246;526
"De 60 a 64 anos";242;215;457
"De 65 a 69 anos";186;177;363
"De 70 a 74 anos";141;128;269
"De 75 a 79 anos";113;97;210
"De 80 anos ou mais";89;88;177
"Total";7874;6868;14742
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

