 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 520929 Guaraíta
Período:2004
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";86;88;174
"De 5 a 9 anos";95;109;204
"De 10 a 14 anos";122;115;237
"De 15 a 19 anos";120;114;234
"De 20 a 24 anos";115;107;222
"De 25 a 29 anos";107;104;211
"De 30 a 34 anos";125;119;244
"De 35 a 39 anos";134;116;250
"De 40 a 44 anos";112;106;218
"De 45 a 49 anos";80;78;158
"De 50 a 54 anos";67;68;135
"De 55 a 59 anos";54;56;110
"De 60 a 64 anos";47;54;101
"De 65 a 69 anos";43;33;76
"De 70 a 74 anos";29;21;50
"De 75 a 79 anos";16;14;30
"De 80 anos ou mais";15;11;26
"Total";1367;1313;2680
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

