 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 312705 Fronteira dos Vales
Período:2017
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";168;160;328
"De 5 a 9 anos";174;150;324
"De 10 a 14 anos";161;159;320
"De 15 a 19 anos";166;157;323
"De 20 a 24 anos";181;179;360
"De 25 a 29 anos";158;165;323
"De 30 a 34 anos";173;159;332
"De 35 a 39 anos";174;160;334
"De 40 a 44 anos";156;142;298
"De 45 a 49 anos";156;128;284
"De 50 a 54 anos";150;131;281
"De 55 a 59 anos";134;114;248
"De 60 a 64 anos";113;104;217
"De 65 a 69 anos";100;100;200
"De 70 a 74 anos";86;87;173
"De 75 a 79 anos";62;69;131
"De 80 anos ou mais";62;84;146
"Total";2374;2248;4622
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

