 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 211220 Timon
Período:2000
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";8861;8346;17207
"De 5 a 9 anos";7466;7340;14806
"De 10 a 14 anos";8136;8063;16199
"De 15 a 19 anos";7992;8119;16111
"De 20 a 24 anos";7020;7249;14269
"De 25 a 29 anos";4785;5416;10201
"De 30 a 34 anos";4087;4707;8794
"De 35 a 39 anos";3646;4171;7817
"De 40 a 44 anos";3023;3443;6466
"De 45 a 49 anos";2483;2886;5369
"De 50 a 54 anos";1976;2237;4213
"De 55 a 59 anos";1470;1767;3237
"De 60 a 64 anos";1360;1632;2992
"De 65 a 69 anos";1067;1239;2306
"De 70 a 74 anos";761;902;1663
"De 75 a 79 anos";484;650;1134
"De 80 anos ou mais";499;643;1142
"Total";65116;68810;133926
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

