 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 311400 Carmo da Mata
Período:2004
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";403;381;784
"De 5 a 9 anos";492;462;954
"De 10 a 14 anos";463;460;923
"De 15 a 19 anos";459;462;921
"De 20 a 24 anos";504;443;947
"De 25 a 29 anos";446;429;875
"De 30 a 34 anos";421;376;797
"De 35 a 39 anos";408;412;820
"De 40 a 44 anos";394;361;755
"De 45 a 49 anos";325;333;658
"De 50 a 54 anos";273;280;553
"De 55 a 59 anos";226;230;456
"De 60 a 64 anos";175;215;390
"De 65 a 69 anos";169;182;351
"De 70 a 74 anos";124;137;261
"De 75 a 79 anos";97;135;232
"De 80 anos ou mais";72;132;204
"Total";5451;5430;10881
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

